latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type
36.9806,126.6929,300,1,1,2015-01-02,0450,Aqua,MODIS,8,6.03,277.8,7.4,D,2
36.9821,126.7045,303.2,1,1,2015-01-02,0450,Aqua,MODIS,54,6.03,279.6,9.2,D,2
36.9819,126.709,300.4,1,1,2015-01-04,0437,Aqua,MODIS,29,6.03,281.5,5.7,D,2
36.9801,126.6975,304.1,1,1,2015-01-04,0437,Aqua,MODIS,55,6.03,282.6,7.9,D,2
36.0027,129.3885,302.8,1,1,2015-01-10,0222,Terra,MODIS,47,6.03,281.6,8.2,D,2
35.9235,128.897,312.5,1.1,1,2015-01-11,0443,Aqua,MODIS,68,6.03,278.8,15.2,D,0
36.9859,126.7049,301.4,1.1,1,2015-01-24,0235,Terra,MODIS,25,6.03,281.5,7,D,2
35.9267,128.8947,303.8,1.1,1,2015-01-27,0444,Aqua,MODIS,57,6.03,282.3,8.9,D,0
35.9212,128.9013,308.5,1.1,1,2015-01-27,0444,Aqua,MODIS,58,6.03,282.4,11,D,0
35.9983,129.3943,301.4,1.1,1,2015-01-27,0444,Aqua,MODIS,37,6.03,288.6,7.1,D,2
36.9822,126.6972,301.8,1,1,2015-01-27,0444,Aqua,MODIS,43,6.03,280.2,7.1,D,2
36.9871,126.7083,300.8,1.2,1.1,2015-01-31,0241,Terra,MODIS,30,6.03,280.1,8.9,D,2
36.9841,126.697,300.6,1.1,1.1,2015-02-04,0216,Terra,MODIS,34,6.03,280.4,8.3,D,2
35.159,127.9545,302.4,1.3,1.1,2015-02-07,0425,Aqua,MODIS,49,6.03,284.8,10.1,D,2
35.2463,128.1525,303.4,1.3,1.1,2015-02-07,0425,Aqua,MODIS,56,6.03,286.8,9.2,D,0
37.1725,129.1761,350.8,2.5,1.5,2015-02-08,0509,Aqua,MODIS,96,6.03,273.5,258.7,D,0
37.1704,129.147,328.8,2.5,1.5,2015-02-08,0509,Aqua,MODIS,86,6.03,271.2,121,D,0
36.9838,126.705,301.4,1.1,1,2015-02-09,0235,Terra,MODIS,44,6.03,280.2,7,D,2
36.9857,126.6934,301,1.1,1,2015-02-09,0235,Terra,MODIS,36,6.03,278,6.4,D,2
35.3197,128.3951,304.2,1.3,1.1,2015-02-09,0235,Terra,MODIS,55,6.03,278.9,13.2,D,0
37.1806,129.1577,302.6,1.5,1.2,2015-02-09,0413,Aqua,MODIS,53,6.03,268.9,18.2,D,0
35.7976,126.9281,300.7,1,1,2015-02-11,0223,Terra,MODIS,38,6.03,280.3,5.3,D,0
35.7961,126.9391,306,1,1,2015-02-11,0223,Terra,MODIS,63,6.03,282.3,8.4,D,0
35.2482,128.157,302.1,1,1,2015-02-11,0223,Terra,MODIS,51,6.03,284.9,6.4,D,0
36.9861,127.0655,307,2.8,1.6,2015-02-12,0305,Terra,MODIS,56,6.03,276.9,47.5,D,0
36.9789,127.096,303.9,2.8,1.6,2015-02-12,0305,Terra,MODIS,57,6.03,277.3,39,D,0
36.9837,127.0595,301.8,2.8,1.6,2015-02-12,0305,Terra,MODIS,21,6.03,276.7,28.8,D,0
36.9766,127.0901,308.8,2.8,1.6,2015-02-12,0305,Terra,MODIS,66,6.03,277.4,49.2,D,0
36.7877,127.2551,300.1,1,1,2015-02-12,0444,Aqua,MODIS,28,6.03,279.5,6.3,D,0
36.7685,126.797,313.8,1,1,2015-02-12,0444,Aqua,MODIS,74,6.03,278.1,15,D,0
34.7625,126.4486,301.3,1.3,1.1,2015-02-14,0431,Aqua,MODIS,23,6.03,288.8,5.6,D,2
36.0908,128.3806,304,1.1,1,2015-02-14,0431,Aqua,MODIS,0,6.03,290,5.1,D,2
35.6381,128.3833,300.3,1.1,1.1,2015-02-19,0450,Aqua,MODIS,25,6.03,288.1,4.9,D,0
36.9854,126.7026,302,1,1,2015-02-19,0450,Aqua,MODIS,27,6.03,287.5,5.7,D,2
36.9839,126.691,300.9,1,1,2015-02-19,0450,Aqua,MODIS,19,6.03,285.6,4.7,D,2
37.4848,129.0562,302.6,1,1,2015-02-20,0216,Terra,MODIS,53,6.03,283.6,7.9,D,2
36.1798,127.0219,302.6,1.4,1.2,2015-02-23,0425,Aqua,MODIS,46,6.03,284.2,7.9,D,0
35.2465,128.1594,301.7,1.3,1.1,2015-02-23,0425,Aqua,MODIS,47,6.03,288,6.8,D,0
35.2441,128.1459,300.8,1.3,1.1,2015-02-23,0425,Aqua,MODIS,40,6.03,289.4,6,D,0
36.2454,126.8689,302,1.4,1.2,2015-02-23,0425,Aqua,MODIS,49,6.03,287.6,8.2,D,0
37.4804,129.0527,301.6,1.1,1,2015-02-23,0426,Aqua,MODIS,48,6.03,286.4,6.8,D,2
35.2675,127.3148,301,1.8,1.3,2015-02-24,0508,Aqua,MODIS,29,6.03,288.2,11.6,D,2
37.4831,129.0541,301.8,1,1,2015-02-27,0222,Terra,MODIS,49,6.03,281.2,7.9,D,2
36.9855,126.7005,300.2,1,1,2015-02-27,0222,Terra,MODIS,31,6.03,279.9,6.3,D,2
36.9839,126.7119,300.3,1,1,2015-02-27,0222,Terra,MODIS,30,6.03,281,6.4,D,2
36.5317,126.8507,304.5,1,1,2015-02-27,0222,Terra,MODIS,59,6.03,275.8,9.9,D,0
36.0018,129.4025,301.3,1,1,2015-02-27,0222,Terra,MODIS,35,6.03,286.4,5.1,D,2
35.4278,127.228,301,1,1,2015-02-27,0223,Terra,MODIS,44,6.03,280.3,6.7,D,0
37.4841,129.0502,302.6,1.1,1,2015-03-01,0210,Terra,MODIS,53,6.03,286.6,7.1,D,2
36.9834,126.7065,300.1,1.7,1.3,2015-03-02,0253,Terra,MODIS,21,6.03,287.5,10.5,D,2
35.1009,128.2102,300.5,1.1,1,2015-03-02,0431,Aqua,MODIS,31,6.03,288.7,4.9,D,0
35.1288,127.9692,302.3,1.1,1.1,2015-03-02,0431,Aqua,MODIS,49,6.03,287.7,7.2,D,0
35.2562,128.2385,300.9,1.1,1,2015-03-02,0431,Aqua,MODIS,40,6.03,289.9,5.3,D,0
35.9387,128.2284,304.2,1.1,1,2015-03-02,0431,Aqua,MODIS,29,6.03,290.1,6.2,D,0
36.507,126.6598,306.3,1.2,1.1,2015-03-02,0432,Aqua,MODIS,55,6.03,285.6,9,D,0
36.5079,126.6543,303.7,1.2,1.1,2015-03-02,0432,Aqua,MODIS,57,6.03,285.7,7.4,D,0
36.9746,127.804,300.7,1.1,1,2015-03-02,0432,Aqua,MODIS,38,6.03,287.1,4.1,D,2
36.93,127.5284,302.5,1.1,1,2015-03-02,0432,Aqua,MODIS,53,6.03,288.1,4.6,D,0
37.4823,129.0487,306.1,1,1,2015-03-02,0432,Aqua,MODIS,59,6.03,290.7,7.2,D,2
37.5173,128.7456,307.1,1.5,1.2,2015-03-04,0240,Terra,MODIS,65,6.03,270.9,22.3,D,0
36.9794,126.707,305.4,1.2,1.1,2015-03-04,0240,Terra,MODIS,40,6.03,281.9,9.8,D,2
35.1595,127.9479,302.2,1.5,1.2,2015-03-04,0241,Terra,MODIS,44,6.03,280.7,14.2,D,0
35.0961,126.8915,304.4,1.3,1.1,2015-03-04,0241,Terra,MODIS,59,6.03,278,13.2,D,0
37.5153,128.7619,324.4,1.3,1.1,2015-03-04,0419,Aqua,MODIS,83,6.03,276.2,37.9,D,0
37.5128,128.748,317.7,1.3,1.1,2015-03-04,0419,Aqua,MODIS,78,6.03,275,28.3,D,0
37.5253,128.7599,334.5,1.3,1.1,2015-03-04,0420,Aqua,MODIS,46,6.03,273.5,51.2,D,0
37.5269,128.768,316.1,1.3,1.1,2015-03-04,0420,Aqua,MODIS,58,6.03,271.3,27.5,D,0
37.5243,128.7535,327.6,1.3,1.1,2015-03-04,0420,Aqua,MODIS,64,6.03,275,44.5,D,0
36.9858,126.6955,301.9,1,1,2015-03-06,0228,Terra,MODIS,29,6.03,286.3,3.7,D,2
36.9842,126.7066,303.6,1,1,2015-03-06,0228,Terra,MODIS,43,6.03,289.1,5.2,D,2
36.5228,126.7644,300.4,1,1,2015-03-06,0228,Terra,MODIS,37,6.03,284.9,5,D,2
36.5212,126.7755,302.2,1,1,2015-03-06,0228,Terra,MODIS,51,6.03,284.7,5.9,D,2
36.0922,128.3808,308,1.1,1,2015-03-06,0228,Terra,MODIS,35,6.03,290.5,7.7,D,2
35.7971,128.4242,301.1,1.1,1,2015-03-06,0228,Terra,MODIS,33,6.03,287.9,5.1,D,0
35.829,126.9501,311.2,1,1,2015-03-06,0228,Terra,MODIS,71,6.03,288.3,9.6,D,0
36.9866,127.0797,301.3,2.5,1.5,2015-03-06,0407,Aqua,MODIS,46,6.03,285.9,16.1,D,2
36.9805,127.0528,302.3,2.5,1.5,2015-03-06,0407,Aqua,MODIS,49,6.03,285,17.9,D,0
35.1912,127.539,303.9,1.1,1,2015-03-07,0450,Aqua,MODIS,31,6.03,292.6,5.2,D,0
34.9229,126.564,306.8,1,1,2015-03-07,0450,Aqua,MODIS,64,6.03,293,4.9,D,2
35.1674,126.4056,308.3,1,1,2015-03-07,0450,Aqua,MODIS,67,6.03,289,9.1,D,0
35.3314,126.4608,307.1,1,1,2015-03-07,0450,Aqua,MODIS,65,6.03,289.5,7.1,D,0
35.9425,127.029,304.7,1,1,2015-03-07,0450,Aqua,MODIS,60,6.03,290.9,3.8,D,0
35.941,127.0176,304.1,1,1,2015-03-07,0450,Aqua,MODIS,54,6.03,291.2,3.5,D,2
36.0669,127.0034,304.5,1,1,2015-03-07,0450,Aqua,MODIS,59,6.03,291.7,3.6,D,0
36.5768,126.9646,305.5,1,1,2015-03-07,0450,Aqua,MODIS,62,6.03,288.6,6.9,D,0
36.6204,126.5955,302,1,1,2015-03-07,0450,Aqua,MODIS,45,6.03,290.6,4.2,D,0
36.7314,126.7432,302.2,1,1,2015-03-07,0450,Aqua,MODIS,51,6.03,289.9,3.3,D,0
38.3335,128.4793,309,1,1,2015-03-08,0216,Terra,MODIS,68,6.03,285.6,10.1,D,0
37.5975,129.0131,303.2,1,1,2015-03-08,0216,Terra,MODIS,55,6.03,289.6,5.4,D,0
37.4808,129.0566,305.2,1,1,2015-03-08,0216,Terra,MODIS,61,6.03,289,6.8,D,2
35.8464,128.3558,301.6,1,1,2015-03-08,0216,Terra,MODIS,31,6.03,289,4.4,D,0
38.3351,128.4675,323.6,1,1,2015-03-08,0216,Terra,MODIS,82,6.03,286,23.6,D,0
37.0377,126.9907,305,3.9,1.8,2015-03-08,0355,Aqua,MODIS,60,6.03,286.9,42.3,D,0
35.3078,128.3128,303.9,1,1,2015-03-09,0437,Aqua,MODIS,30,6.03,289.5,4.4,D,0
36.1268,128.0506,304.8,1,1,2015-03-09,0438,Aqua,MODIS,37,6.03,290.5,4.9,D,0
35.9857,126.8289,300.8,1.1,1,2015-03-09,0438,Aqua,MODIS,40,6.03,286.4,4.6,D,0
36.5669,129.3925,300.5,1,1,2015-03-09,0438,Aqua,MODIS,23,6.03,288.8,3.3,D,0
36.9836,126.6945,309.7,1,1,2015-03-09,0438,Aqua,MODIS,53,6.03,287.2,9.5,D,2
37.4783,129.0544,304.6,1,1,2015-03-09,0438,Aqua,MODIS,55,6.03,290.8,6.2,D,2
37.2782,127.5293,302.9,1,1,2015-03-09,0438,Aqua,MODIS,54,6.03,284.9,4.9,D,0
35.7314,126.7897,303.8,1.6,1.2,2015-03-10,0204,Terra,MODIS,54,6.03,279.4,13.6,D,0
35.2478,128.1599,302.3,1.3,1.1,2015-03-11,0425,Aqua,MODIS,39,6.03,288.8,6.8,D,0
35.2453,128.1463,303,1.3,1.1,2015-03-11,0425,Aqua,MODIS,46,6.03,290.7,7.1,D,0
35.8841,128.5483,303.8,1.2,1.1,2015-03-11,0425,Aqua,MODIS,27,6.03,290.2,6.1,D,2
36.8817,129.1167,316.9,1.8,1.3,2015-03-12,0152,Terra,MODIS,77,6.03,278.9,43.2,D,0
36.8799,129.1362,307.5,1.8,1.3,2015-03-12,0152,Terra,MODIS,66,6.03,276.9,25.5,D,0
35.6696,126.8594,308.6,1.7,1.3,2015-03-12,0508,Aqua,MODIS,67,6.03,291,12.4,D,0
36.8677,129.1202,305,2.4,1.5,2015-03-12,0508,Aqua,MODIS,60,6.03,279.8,30.9,D,0
36.8811,129.1177,304.9,2.4,1.5,2015-03-12,0508,Aqua,MODIS,60,6.03,278.5,30.9,D,0
36.982,126.711,305.2,1.7,1.3,2015-03-12,0508,Aqua,MODIS,48,6.03,289,11.6,D,2
36.9838,126.693,305.7,1.1,1,2015-03-13,0234,Terra,MODIS,39,6.03,289.3,5.2,D,2
36.9819,126.7046,314.7,1.1,1,2015-03-13,0234,Terra,MODIS,75,6.03,291.5,12.4,D,2
36.9913,127.1622,303.3,1.2,1.1,2015-03-14,0456,Aqua,MODIS,56,6.03,288,5.5,D,0
37.5047,129.1239,305.8,1,1,2015-03-15,0222,Terra,MODIS,0,6.03,290.7,5.1,D,2
37.4866,129.0611,303.9,1,1,2015-03-15,0222,Terra,MODIS,48,6.03,290.9,4.6,D,2
37.4795,129.0477,302.6,1,1,2015-03-15,0222,Terra,MODIS,27,6.03,290.8,4.2,D,2
36.9239,127.438,302.2,1,1,2015-03-15,0222,Terra,MODIS,48,6.03,289,3.8,D,0
36.9855,126.7307,307.8,1,1,2015-03-15,0222,Terra,MODIS,39,6.03,288.6,5.8,D,2
35.1572,127.9429,309,1,1,2015-03-16,0443,Aqua,MODIS,59,6.03,295.1,6.7,D,0
34.9162,127.1579,312.5,1,1,2015-03-16,0443,Aqua,MODIS,64,6.03,295.8,8,D,0
34.9242,127.1505,307.7,1,1,2015-03-16,0443,Aqua,MODIS,54,6.03,294.3,5.7,D,0
34.8402,126.5864,314.1,1,1,2015-03-16,0443,Aqua,MODIS,69,6.03,300.4,6.7,D,0
35.1587,127.9539,305.7,1,1,2015-03-16,0443,Aqua,MODIS,35,6.03,294.9,4.5,D,2
35.3642,127.1975,317,1,1,2015-03-16,0443,Aqua,MODIS,74,6.03,295.4,10.8,D,0
36.1052,126.8315,311.5,1,1,2015-03-16,0444,Aqua,MODIS,66,6.03,297.8,6.3,D,0
35.7216,126.6707,315.3,1,1,2015-03-16,0444,Aqua,MODIS,73,6.03,294.3,9.3,D,0
37.4786,129.0513,307.8,1.1,1,2015-03-16,0444,Aqua,MODIS,56,6.03,296,6,D,2
37.5824,126.776,311.9,1,1,2015-03-16,0444,Aqua,MODIS,71,6.03,294,7.3,D,2
36.2376,127.0347,311.1,1.3,1.1,2015-03-17,0210,Terra,MODIS,63,6.03,292.6,9.2,D,0
35.6334,127.3435,310,1.2,1.1,2015-03-17,0210,Terra,MODIS,68,6.03,295.4,8.1,D,0
35.6329,127.3368,308.3,1.2,1.1,2015-03-17,0210,Terra,MODIS,59,6.03,295.4,6.5,D,0
35.126,126.7241,307.7,1.3,1.1,2015-03-17,0211,Terra,MODIS,40,6.03,294.5,6.1,D,0
34.9114,127.3425,307.5,1.2,1.1,2015-03-17,0211,Terra,MODIS,50,6.03,296.1,5.9,D,0
33.5413,126.7166,322.7,1.2,1.1,2015-03-17,0211,Terra,MODIS,75,6.03,292.8,24.2,D,0
37.2824,127.6755,303.2,1.3,1.1,2015-03-20,0241,Terra,MODIS,42,6.03,290.3,5,D,0
34.8755,127.3294,312.5,1.8,1.3,2015-03-20,0419,Aqua,MODIS,72,6.03,292.4,22.1,D,2
34.8719,127.311,304.8,1.8,1.3,2015-03-20,0419,Aqua,MODIS,59,6.03,292.4,9.9,D,0
36.9818,126.6984,311.9,1.7,1.3,2015-03-20,0419,Aqua,MODIS,0,6.03,297.5,18,D,2
37.4808,129.0539,304.9,1.3,1.1,2015-03-20,0419,Aqua,MODIS,57,6.03,291.5,8.1,D,2
37.8841,126.7851,319.6,1,1,2015-03-22,0228,Terra,MODIS,75,6.03,290.6,15.5,D,0
37.893,126.7871,331.8,1,1,2015-03-22,0228,Terra,MODIS,83,6.03,290.5,28.6,D,0
36.9469,127.8868,304,1,1,2015-03-22,0228,Terra,MODIS,58,6.03,290,4.4,D,0
36.9804,126.711,308.9,1,1,2015-03-22,0228,Terra,MODIS,43,6.03,294.1,5.8,D,2
35.9848,128.8902,301.4,1.1,1.1,2015-03-22,0229,Terra,MODIS,34,6.03,289.5,3.3,D,0
35.9874,128.2608,307.3,1.1,1,2015-03-22,0229,Terra,MODIS,21,6.03,291.6,5.8,D,0
35.309,128.3199,306,1.1,1,2015-03-22,0229,Terra,MODIS,54,6.03,290.7,4.7,D,0
35.2584,128.2397,306,1.1,1,2015-03-22,0229,Terra,MODIS,63,6.03,291.9,6.9,D,0
35.2565,128.2515,303.9,1.1,1,2015-03-22,0229,Terra,MODIS,56,6.03,290.7,5.2,D,0
35.1765,128.1161,309,1.1,1,2015-03-22,0229,Terra,MODIS,68,6.03,296.4,6.8,D,2
35.1746,128.1278,308.6,1.1,1,2015-03-22,0229,Terra,MODIS,67,6.03,294.6,6.3,D,2
35.128,128.1774,302,1.1,1,2015-03-22,0229,Terra,MODIS,43,6.03,290.2,3.7,D,0
37.3459,127.714,304.4,2.2,1.5,2015-03-22,0407,Aqua,MODIS,59,6.03,288.6,18.1,D,0
37.6995,126.888,314.7,2.5,1.5,2015-03-22,0407,Aqua,MODIS,75,6.03,289.2,44.8,D,2
37.6932,126.8604,307.7,2.5,1.5,2015-03-22,0407,Aqua,MODIS,66,6.03,289.6,24,D,2
38.0024,126.7871,306.1,2.5,1.5,2015-03-22,0408,Aqua,MODIS,58,6.03,290.5,19.6,D,0
38.0739,127.8204,309.8,1,1,2015-03-22,1332,Terra,MODIS,61,6.03,271.9,13.7,N,0
38.0795,127.7958,305.9,1,1,2015-03-22,1332,Terra,MODIS,26,6.03,272.9,10.7,N,0
37.9195,126.6753,318.8,3.1,1.7,2015-03-23,0311,Terra,MODIS,79,6.03,286.1,89.3,D,0
37.9112,126.7089,303.6,3.1,1.7,2015-03-23,0311,Terra,MODIS,53,6.03,284.3,31.5,D,0
37.9208,126.6709,314.3,3.1,1.7,2015-03-23,0311,Terra,MODIS,71,6.03,286.1,62.3,D,0
37.9128,126.7046,308.1,3.1,1.7,2015-03-23,0311,Terra,MODIS,37,6.03,284.5,39.6,D,0
37.2832,127.8709,301.9,1.1,1.1,2015-03-23,0450,Aqua,MODIS,50,6.03,286.4,5.6,D,0
37.7468,128.0012,305.2,1.2,1.1,2015-03-23,0450,Aqua,MODIS,61,6.03,286.2,8.5,D,0
37.7269,126.5988,304.7,1,1,2015-03-23,0450,Aqua,MODIS,52,6.03,291.1,4.3,D,0
37.7254,126.5871,303.4,1,1,2015-03-23,0450,Aqua,MODIS,38,6.03,290.4,3.6,D,0
35.3538,128.3132,303.9,1.1,1.1,2015-03-23,0450,Aqua,MODIS,44,6.03,291.7,5,D,0
37.9059,126.7061,376.6,1.1,1,2015-03-23,0450,Aqua,MODIS,100,6.03,292.2,148,D,0
37.9044,126.6943,413.1,1.1,1,2015-03-23,0450,Aqua,MODIS,100,6.03,306.8,363.5,D,0
37.9029,126.6825,344.9,1,1,2015-03-23,0450,Aqua,MODIS,94,6.03,293.6,53.2,D,0
37.915,126.7042,310.4,1.1,1,2015-03-23,0450,Aqua,MODIS,70,6.03,288.8,8.4,D,0
37.9135,126.6924,351.6,1.1,1,2015-03-23,0450,Aqua,MODIS,97,6.03,293,68.4,D,0
37.912,126.6806,325.8,1,1,2015-03-23,0450,Aqua,MODIS,84,6.03,291.9,22.8,D,0
38.1527,128.0856,327.4,1.2,1.1,2015-03-23,0450,Aqua,MODIS,85,6.03,283,34,D,0
37.9153,126.6888,308.9,1.2,1.1,2015-03-24,0216,Terra,MODIS,63,6.03,290.9,8.3,D,0
37.484,129.0531,307.3,1,1,2015-03-24,0216,Terra,MODIS,65,6.03,290.9,7.8,D,2
36.7523,127.0359,305.6,1.1,1.1,2015-03-24,0216,Terra,MODIS,38,6.03,288.9,5.7,D,0
36.7414,127.0465,307.6,1.1,1.1,2015-03-24,0216,Terra,MODIS,60,6.03,288.2,8,D,0
36.65,127.3892,306.7,1.1,1,2015-03-24,0216,Terra,MODIS,64,6.03,290.7,5.9,D,0
35.9524,128.2126,303.6,1,1,2015-03-24,0217,Terra,MODIS,32,6.03,291.3,4.5,D,0
35.8496,128.3567,305.3,1,1,2015-03-24,0217,Terra,MODIS,40,6.03,290.6,5.8,D,0
35.5767,129.0999,303,1,1,2015-03-24,0217,Terra,MODIS,35,6.03,291.3,4.9,D,0
35.2297,128.2427,304.1,1,1,2015-03-24,0217,Terra,MODIS,55,6.03,289.6,5.3,D,0
36.987,126.6976,301.4,1.4,1.2,2015-03-24,1320,Terra,MODIS,41,6.03,276.1,15.7,N,2
36.9895,126.698,303.7,1,1,2015-03-24,1734,Aqua,MODIS,56,6.03,275.1,11,N,2
36.9878,126.7091,304.4,1,1,2015-03-24,1734,Aqua,MODIS,60,6.03,277.5,11.6,N,2
33.5377,126.7072,315.7,1.1,1.1,2015-03-25,0437,Aqua,MODIS,64,6.03,291.8,15.1,D,0
34.7465,127.0639,304.9,1.1,1,2015-03-25,0437,Aqua,MODIS,47,6.03,293.3,4.9,D,0
35.2021,126.7966,314.9,1.1,1,2015-03-25,0437,Aqua,MODIS,66,6.03,302.7,9.4,D,2
36.0564,126.9716,308,1.1,1,2015-03-25,0438,Aqua,MODIS,63,6.03,294.5,4.2,D,0
36.4508,127.6713,306.9,1,1,2015-03-25,0438,Aqua,MODIS,63,6.03,292,5.3,D,0
36.7668,127.1994,305.1,1,1,2015-03-25,0438,Aqua,MODIS,54,6.03,293.8,3.6,D,0
36.9722,127.0899,313.5,1,1,2015-03-25,0438,Aqua,MODIS,72,6.03,294.1,8.2,D,0
36.9853,126.6986,316.3,1,1,2015-03-25,0438,Aqua,MODIS,53,6.03,297.3,10.8,D,2
37.4797,129.0475,306.2,1,1,2015-03-25,0438,Aqua,MODIS,48,6.03,293.7,5.6,D,2
37.2833,127.673,306.3,1,1,2015-03-25,0438,Aqua,MODIS,59,6.03,292.6,4.6,D,0
37.281,127.5345,307.2,1,1,2015-03-25,0438,Aqua,MODIS,65,6.03,293.3,3.4,D,0
37.2793,127.5233,307.5,1,1,2015-03-25,0438,Aqua,MODIS,65,6.03,293.4,3.6,D,0
37.2682,127.328,308.1,1,1,2015-03-25,0438,Aqua,MODIS,66,6.03,292.3,6,D,0
37.7235,128.2914,302.9,1,1,2015-03-25,0438,Aqua,MODIS,54,6.03,287.3,5.5,D,0
37.7323,128.2893,300.2,1,1,2015-03-25,0438,Aqua,MODIS,30,6.03,286.8,3.9,D,0
37.7899,126.2817,305,1.1,1,2015-03-25,0438,Aqua,MODIS,39,6.03,291.2,4,D,0
38.2631,128.13,304.8,1,1,2015-03-25,0438,Aqua,MODIS,18,6.03,290.4,4.9,D,0
37.4816,129.0496,307.9,1.3,1.1,2015-03-26,0204,Terra,MODIS,59,6.03,296.5,7.4,D,2
36.7543,127.7616,301.9,3.1,1.7,2015-03-26,0521,Aqua,MODIS,36,6.03,291,14.9,D,0
36.7543,127.7536,304.1,3.1,1.7,2015-03-26,0521,Aqua,MODIS,54,6.03,290.9,21.8,D,0
36.988,126.7001,309.4,1.4,1.2,2015-03-27,0247,Terra,MODIS,0,6.03,293.4,8.6,D,2
36.6821,126.736,317.8,1.4,1.2,2015-03-27,0426,Aqua,MODIS,78,6.03,298.9,16.3,D,0
36.6864,126.7295,314.9,1.4,1.2,2015-03-27,0426,Aqua,MODIS,75,6.03,298.1,12.3,D,0
33.5344,126.7085,314.3,1.5,1.2,2015-03-28,0508,Aqua,MODIS,53,6.03,286.7,19.4,D,0
37.8448,128.7594,300.1,1.2,1.1,2015-03-29,0234,Terra,MODIS,19,6.03,285.8,3.3,D,0
35.8049,126.9395,308.6,1.1,1,2015-03-29,0235,Terra,MODIS,65,6.03,292.5,5.1,D,0
35.1565,127.9432,305.4,1.2,1.1,2015-03-29,0235,Terra,MODIS,23,6.03,292.8,5.7,D,0
34.8899,127.513,305.3,2.1,1.4,2015-03-29,0413,Aqua,MODIS,44,6.03,291.6,10.1,D,2
37.7471,127.2025,301.4,1.9,1.3,2015-03-29,0414,Aqua,MODIS,24,6.03,287.1,7.6,D,0
35.896,126.9804,312.4,1.2,1.1,2015-03-30,0456,Aqua,MODIS,61,6.03,296.9,5.8,D,0
36.2277,126.8561,320.1,1.2,1.1,2015-03-30,0456,Aqua,MODIS,74,6.03,298.6,14.2,D,0
36.2262,126.8434,321.3,1.2,1.1,2015-03-30,0456,Aqua,MODIS,75,6.03,298.7,15.7,D,0
38.0567,126.841,311.4,1.2,1.1,2015-03-30,0457,Aqua,MODIS,47,6.03,297.6,6.1,D,0
38.0551,126.827,334.8,1.2,1.1,2015-03-30,0457,Aqua,MODIS,87,6.03,300.3,38.3,D,0
37.7645,126.4133,305.6,1,1,2015-04-01,0444,Aqua,MODIS,41,6.03,290.6,4.1,D,0
37.4783,129.0541,300.7,1,1,2015-04-03,0432,Aqua,MODIS,33,6.03,283.2,4.6,D,2
35.1545,127.9497,306.2,1,1,2015-04-10,0438,Aqua,MODIS,33,6.03,294.8,4.6,D,2
35.1269,126.7662,317.5,1.1,1,2015-04-10,0438,Aqua,MODIS,40,6.03,303.1,9.9,D,2
37.4802,129.0511,307.6,1,1,2015-04-10,0438,Aqua,MODIS,59,6.03,296,6.4,D,2
37.2811,127.5267,312.1,1,1,2015-04-10,0438,Aqua,MODIS,68,6.03,296.3,5.4,D,0
37.2703,127.3318,308,1,1,2015-04-10,0438,Aqua,MODIS,52,6.03,296.3,4.1,D,0
37.4855,129.0541,304.8,1.3,1.1,2015-04-11,0204,Terra,MODIS,45,6.03,292,6.3,D,2
35.5866,128.955,316.7,1.2,1.1,2015-04-11,0204,Terra,MODIS,74,6.03,295.5,16.7,D,0
33.4432,126.5387,311,1.5,1.2,2015-04-11,0205,Terra,MODIS,45,6.03,290.9,16.1,D,0
37.7733,126.4107,302,1.2,1.1,2015-04-15,0457,Aqua,MODIS,15,6.03,285.4,2.9,D,0
36.8394,128.3406,301.1,1,1,2015-04-16,0222,Terra,MODIS,0,6.03,284.8,2.5,D,0
35.2495,128.1597,310.3,1,1,2015-04-16,0223,Terra,MODIS,70,6.03,291.5,7.5,D,0
33.3974,126.3464,310.1,1,1,2015-04-17,0443,Aqua,MODIS,29,6.03,294.3,6.7,D,0
36.9792,126.6998,317.1,1,1,2015-04-17,0444,Aqua,MODIS,42,6.03,300.8,10.5,D,2
35.731,128.4642,307.1,1.5,1.2,2015-04-21,0241,Terra,MODIS,65,6.03,297,12.9,D,2
36.983,126.7008,318.1,1.2,1.1,2015-04-21,0241,Terra,MODIS,44,6.03,301.3,14.2,D,2
36.9807,126.7138,317.1,1.2,1.1,2015-04-21,0241,Terra,MODIS,47,6.03,300.3,13.7,D,2
36.444,127.4077,311.5,1.3,1.1,2015-04-21,0241,Terra,MODIS,25,6.03,300.1,10.9,D,2
36.2628,126.9202,308.5,1.2,1.1,2015-04-21,0241,Terra,MODIS,0,6.03,297,7.1,D,0
35.0956,128.8556,308.8,1.7,1.3,2015-04-21,0241,Terra,MODIS,0,6.03,298.5,14.7,D,2
35.1689,127.9236,304.9,1.5,1.2,2015-04-21,0241,Terra,MODIS,53,6.03,294.6,7.7,D,0
35.1659,127.9393,304.5,1.5,1.2,2015-04-21,0241,Terra,MODIS,56,6.03,294.5,8.2,D,0
34.943,126.4353,309,1.2,1.1,2015-04-21,0241,Terra,MODIS,66,6.03,296.2,8.9,D,0
35.1529,128.857,307.6,1.4,1.2,2015-04-21,0419,Aqua,MODIS,53,6.03,296.4,8.1,D,0
36.9805,126.7092,311.4,1.7,1.3,2015-04-21,0420,Aqua,MODIS,56,6.03,299.3,16.2,D,2
